coder,journal,has_guidance,has_external_guidance,external_guidance_raw,external_guidance_list,has_internal_guidance,has_internal_guidance_section,has_p_value,p_value,has_significance,significance,has_null_hypo,null_hypo,has_sample_size,sample_size,has_conf_int,conf_int,has_effect_size,effect_size,has_multi_compare,multi_compare,has_subgroup,subgroup,has_baseline_covar,baseline_covar,has_non_param,non_param,has_sensitivity,sensitivity,has_model_assume,model_assume,has_exclusion,exclusion,has_outliers,outliers,has_missing,missing,has_one_sided,one_sided,has_bayes,bayes,has_secondary,secondary,has_prespecify,prespecify,has_cat_continuous,cat_continuous,has_publisher_guidance,publisher_guidance,overall_rank,field_rank,journal_impact_factor,esi_field,journal_homepage,original_link_stat_guidance,perma_link_stat_guidance,notes,domain
TB/TH,FOOD HYDROCOLLOIDS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,915,14,5.089,AGRICULTURAL SCIENCES,https://www.journals.elsevier.com/food-hydrocolloids,NA,NA,FALSE,Life sciences
TB/TH,ACS Nano,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,207,6,13.709,MATERIALS SCIENCE,https://pubs.acs.org/journal/ancac3,https://www.elsevier.com/journals/nano-energy/2211-2855/guide-for-authors,NA,NA,Physical sciences
TB/TH,SOIL & TILLAGE RESEARCH,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1637,15,3.824,AGRICULTURAL SCIENCES,https://www.journals.elsevier.com/soil-and-tillage-research,NA,NA,FALSE,Life sciences
TB/TH,MATRIX BIOLOGY,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,126,4,8.136,BIOLOGY & BIOCHEMISTRY,https://www.journals.elsevier.com/matrix-biology,NA,NA,FALSE,Life sciences
TB/TH,METABOLIC ENGINEERING,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,319,7,7.674,BIOLOGY & BIOCHEMISTRY,https://www.journals.elsevier.com/metabolic-engineering,NA,NA,FALSE,Life sciences
TB/TH,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,25,1,14.357,CHEMISTRY,https://pubs.acs.org/journal/jacsat,NA,NA,FALSE,Physical sciences
TB/TH,Chemical Science,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,43,2,9.063,CHEMISTRY,https://pubs.rsc.org/-/journals/journalissues/sc#!recentarticles&adv,NA,NA,FALSE,Physical sciences
TB/TH,APPLIED CATALYSIS B-ENVIRONMENTAL,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,73,3,11.698,CHEMISTRY,https://www.journals.elsevier.com/applied-catalysis-b-environmental,NA,NA,FALSE,Physical sciences
TB/TH,ACS Catalysis,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,137,4,11.384,CHEMISTRY,https://pubs.acs.org/journal/accacs,NA,NA,FALSE,Physical sciences
TB/TH,Journal of Advanced Research,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,424,8,4.327,Multidisciplinary,https://www.journals.elsevier.com/journal-of-advanced-research,https://www.elsevier.com/journals/journal-of-advanced-research/2090-1232/guide-for-authors,NA,NA,Multidisciplinary
TB/TH,Acta Crystallographica Section C-Structural Chemistry,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,162,5,8.678,CHEMISTRY,https://journals.iucr.org/c/,NA,NA,FALSE,Physical sciences
TB/TH,Journal of Physical Chemistry Letters,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,247,6,8.709,CHEMISTRY,https://pubs.acs.org/journal/jpclcd,NA,NA,FALSE,Physical sciences
TB/TH,ACCOUNTS OF CHEMICAL RESEARCH,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,357,9,20.955,CHEMISTRY,https://pubs.acs.org/journal/achre4,NA,NA,FALSE,Physical sciences
TB/TH,GREEN CHEMISTRY,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,410,11,8.586,CHEMISTRY,https://www.rsc.org/journals-books-databases/about-journals/green-chemistry/,NA,NA,FALSE,Physical sciences
TB/TH,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,547,12,15.325,CHEMISTRY,https://www.journals.elsevier.com/journal-of-photochemistry-and-photobiology-c-photochemistry-reviews,NA,NA,FALSE,Physical sciences
TB/TH,ACS Central Science,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,694,13,11.228,CHEMISTRY,https://pubs.acs.org/journal/acscii,NA,NA,FALSE,Physical sciences
TB/TH,BIOSENSORS & BIOELECTRONICS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,809,14,8.173,CHEMISTRY,https://www.journals.elsevier.com/biosensors-and-bioelectronics,NA,NA,FALSE,Physical sciences
TB/TH,IEEE Transactions on Cybernetics,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,19,1,8.803,COMPUTER SCIENCE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6221036,NA,NA,FALSE,Formal sciences
TB/TH,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,22,2,5.888,COMPUTER SCIENCE,https://www.comsoc.org/publications/journals/ieee-twc,NA,NA,FALSE,Formal sciences
TB/TH,IEEE TRANSACTIONS ON COMMUNICATIONS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,32,3,4.671,COMPUTER SCIENCE,https://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=26,NA,NA,FALSE,Formal sciences
TB/TH,IEEE Internet of Things Journal,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,75,4,5.874,COMPUTER SCIENCE,http://ieee-iotj.org,NA,NA,FALSE,Formal sciences
TB/TH,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,78,5,8.124,COMPUTER SCIENCE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4235,NA,NA,FALSE,Formal sciences
TB/TH,IEEE Transactions on Information Forensics and Security,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,183,6,5.824,COMPUTER SCIENCE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=10206,NA,NA,FALSE,Formal sciences
TB/TH,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,208,7,7.172,COMPUTER SCIENCE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=49,NA,NA,FALSE,Formal sciences
TB/TH,IEEE Transactions on Cloud Computing,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,292,8,7.928,COMPUTER SCIENCE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245519,NA,NA,FALSE,Formal sciences
TB/TH,Information Fusion,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,345,9,6.639,COMPUTER SCIENCE,https://www.journals.elsevier.com/information-fusion,NA,NA,FALSE,Formal sciences
TB/TH,Journal of Statistical Software,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,517,10,22.737,COMPUTER SCIENCE,https://www.jstatsoft.org/index,NA,NA,FALSE,Formal sciences
TB/TH,IEEE WIRELESS COMMUNICATIONS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,701,11,9.202,COMPUTER SCIENCE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7742,NA,NA,FALSE,Formal sciences
TB/TH,IEEE Transactions on Neural Networks and Learning Systems,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1065,12,7.982,COMPUTER SCIENCE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5962385,NA,NA,FALSE,Formal sciences
TB/TH,IEEE Computational Intelligence Magazine,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1188,13,6.611,COMPUTER SCIENCE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=10207,NA,NA,FALSE,Formal sciences
TB/TH,MEDICAL IMAGE ANALYSIS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1822,14,5.356,COMPUTER SCIENCE,https://www.journals.elsevier.com/medical-image-analysis,NA,NA,FALSE,Formal sciences
TB/TH,NEURAL NETWORKS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,3649,15,7.197,COMPUTER SCIENCE,https://www.journals.elsevier.com/neural-networks,NA,NA,FALSE,Formal sciences
TB/TH,JOURNAL OF SERVICE RESEARCH,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,161,3,6.842,ECONOMICS & BUSINESS,https://journals.sagepub.com/home/jsr,NA,NA,FALSE,Social sciences
TB/TH,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,173,4,8.488,ECONOMICS & BUSINESS,https://www.springer.com/journal/11747,NA,NA,FALSE,Social sciences
TB/TH,JOURNAL OF FINANCE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,189,5,5.397,ECONOMICS & BUSINESS,https://onlinelibrary.wiley.com/journal/15406261,NA,NA,FALSE,Social sciences
TB/TH,Journal of Supply Chain Management,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,255,6,6.105,ECONOMICS & BUSINESS,https://onlinelibrary.wiley.com/journal/1745493x,NA,NA,FALSE,Social sciences
TB/TH,DRUGS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,166,2,4.69,PHARMACOLOGY & TOXICOLOGY,https://link.springer.com/journal/40265,https://www.springer.com/journal/40265/submission-guidelines,http://web.archive.org/web/20191120112359/https://www.springer.com/journal/40265/submission-guidelines,NA,Health sciences
TB/TH,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,321,7,6.198,ECONOMICS & BUSINESS,http://www.jibs.net,NA,NA,FALSE,Social sciences
TB/TH,JOURNAL OF MARKETING,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,368,8,7.338,ECONOMICS & BUSINESS,https://www.ama.org/journal-of-marketing/,NA,NA,FALSE,Social sciences
TB/TH,JOURNAL OF BUSINESS VENTURING,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,395,9,6,ECONOMICS & BUSINESS,https://www.journals.elsevier.com/journal-of-business-venturing,NA,NA,FALSE,Social sciences
TB/TH,JOURNAL OF HUMAN RESOURCES,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,756,13,6.531,ECONOMICS & BUSINESS,http://jhr.uwpress.org,NA,NA,FALSE,Social sciences
TB/TH,QUARTERLY JOURNAL OF ECONOMICS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1076,14,7.863,ECONOMICS & BUSINESS,https://academic.oup.com/qje,NA,NA,FALSE,Social sciences
TB/TH,ACADEMY OF MANAGEMENT JOURNAL,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1111,15,6.7,ECONOMICS & BUSINESS,http://aom.org/amj/,NA,NA,FALSE,Social sciences
TB/TH,INTERNATIONAL JOURNAL OF COMPUTER VISION,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,130,1,11.541,ENGINEERING,https://link.springer.com/journal/11263,NA,NA,FALSE,Physical sciences
TB/TH,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,291,3,7.05,ENGINEERING,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=41,NA,NA,FALSE,Physical sciences
TB/TH,INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,335,4,7.023,ENGINEERING,https://www.journals.elsevier.com/international-journal-of-engineering-science,NA,NA,FALSE,Physical sciences
TB/TH,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,347,5,9.184,ENGINEERING,https://www.journals.elsevier.com/renewable-and-sustainable-energy-reviews,NA,NA,FALSE,Physical sciences
TB/TH,CHEMICAL ENGINEERING JOURNAL,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,352,6,6.735,ENGINEERING,https://www.journals.elsevier.com/chemical-engineering-journal,NA,NA,FALSE,Physical sciences
TB/TH,IEEE TRANSACTIONS ON FUZZY SYSTEMS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,474,7,8.415,ENGINEERING,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=91,NA,NA,FALSE,Physical sciences
TB/TH,IEEE Transactions on Smart Grid,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,623,8,7.365,ENGINEERING,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5165411,NA,NA,FALSE,Physical sciences
TB/TH,Applied Mechanics Reviews,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,657,9,7.848,ENGINEERING,https://asmedigitalcollection.asme.org/appliedmechanicsreviews,NA,NA,FALSE,Physical sciences
TB/TH,PROGRESS IN PHOTOVOLTAICS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,668,10,6.456,ENGINEERING,https://onlinelibrary.wiley.com/journal/1099159x,NA,NA,FALSE,Physical sciences
TB/TH,PROCEEDINGS OF THE IEEE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,977,11,9.107,ENGINEERING,https://proceedingsoftheieee.ieee.org,NA,NA,FALSE,Physical sciences
TB/TH,APPLIED ENERGY,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1002,12,7.9,ENGINEERING,https://www.journals.elsevier.com/applied-energy,NA,NA,FALSE,Physical sciences
TB/TH,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1364,13,9.455,ENGINEERING,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=34,NA,NA,FALSE,Physical sciences
TB/TH,IEEE TRANSACTIONS ON POWER ELECTRONICS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1556,14,6.812,ENGINEERING,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=63,NA,NA,FALSE,Physical sciences
