coder,journal,has_guidance,has_external_guidance,external_guidance,has_internal_guidance,has_internal_guidance_section,has_p_value,p_value,has_significance,significance,has_null_hypo,null_hypo,has_sample_size,sample_size,has_conf_int,conf_int,has_effect_size,effect_size,has_multi_compare,multi_compare,has_subgroup,subgroup,has_baseline_covar,baseline_covar,has_non_param,non_param,has_sensitivity,sensitivity,has_model_assume,model_assume,has_exclusion,exclusion,has_outliers,outliers,has_missing,missing,has_one_sided,one_sided,has_bayes,bayes,has_secondary,secondary,has_prespecify,prespecify,has_cat_continuous,cat_continuous
MM/TH,SCIENCE,TRUE,TRUE,"ICMJE, CONSORT, ARRIVE, MIBBI collection (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2771753/), NLM collection (https://www.nlm.nih.gov/services/research_report_guide.html)",TRUE,TRUE,TRUE,"Results of each statistical test should be reported in full with the value of the test statistic and p-value, and not simply reported as significant or non-significant; more than two significant digits on p-values are usually not needed except in situations of extreme multiple testing such as in genetic association studies where stringent corrections for multiple testing might be used.",TRUE,"
The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used its use should be justified...Results of each statistical test should be reported in full with the value of the test statistic and p-value, and not simply reported as significant or non-significant",FALSE,NA,FALSE,NA,TRUE,"Point estimates of population parameters (e.g., mean, correlation coefficient, slope) or comparative measures (e.g., mean difference, odds ratio, hazard ratio) should be accompanied by a measure of uncertainty such as a standard error or a confidence interval.
Methods used for conducting statistical tests (e.g., t-test, Wilcoxon signed rank test, Wald test of regression coefficient) and for constructing confidence intervals (e.g., normal-based 95% CI: mean ± 2SD, likelihood ratio-based interval) should be clearly stated.",FALSE,NA,TRUE,"Adjustments made to alpha levels (e.g., Bonferroni correction) or other procedure used to account for multiple testing (e.g., false discovery rate control) should be reported...Results of each statistical test should be reported in full with the value of the test statistic and p-value, and not simply reported as significant or non-significant; more than two significant digits on p-values are usually not needed except in situations of extreme multiple testing such as in genetic association studies where stringent corrections for multiple testing might be used.",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"Sufficient information should be supplied to allow readers to judge whether any assumptions necessary for the validity of statistical approaches (e.g., data are normally distributed, survival data are consistent with proportional hazards in a Cox regression model) have been verified.",TRUE,"Data pre-processing steps such as transformations, re-coding, re-scaling, normalization, truncation, and handling of below detectable level readings and outliers should be fully described; any removal or modification of data values must be fully acknowledged and justified.",TRUE,"Data pre-processing steps such as transformations, re-coding, re-scaling, normalization, truncation, and handling of below detectable level readings and outliers should be fully described; any removal or modification of data values must be fully acknowledged and justified.",TRUE,"An accounting of missing data values should be provided; if imputed data values are used in statistical analyses, the methods used for imputation should be fully described.",TRUE,"The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used its use should be justified.",TRUE,"When Bayesian analyses are conducted, any assumptions made for prior distributions must be fully described.",FALSE,NA,TRUE,"If the analysis plan was preregistered in an independent institutional registry, authors should provide a link to the registration of the analysis plan upon submission of the paper to a Science Journal.",FALSE,NA
MM/TH,Cell Metabolism,TRUE,TRUE,STAR Methods,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,CELL RESEARCH,TRUE,TRUE,"CONSORT, REMARK, Nature Editorial Policy Checklist, Nature Life Sciences, Nature Physical Sciences Lasing Reporting, Nature Physical Sciences Photovoltaic Reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,NATURE MEDICINE,TRUE,TRUE,"CONSORT, REMARK, Nature Editorial Policy Checklist, Nature Life Sciences, Nature Physical Sciences Lasing Reporting, Nature Physical Sciences Photovoltaic Reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,NATURE CELL BIOLOGY,TRUE,TRUE,"CONSORT, REMARK, Nature Editorial Policy Checklist, Nature Life Sciences, Nature Physical Sciences Lasing Reporting, Nature Physical Sciences Photovoltaic Reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,Cell Host & Microbe,TRUE,TRUE,STAR Methods,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,PLoS Pathogens,TRUE,TRUE,"EQUATOR, STROBE, CONSORT, TREND, MIAME, FIAR, RISMA, STARD",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,mSystems,TRUE,TRUE,"""For a review of some common errors associated with statistical analyses and reports, plus guidelines on how to avoid them, see these 2003 and 2014 articles by Olsen. For a review of basic statistical considerations for virology experiments, see the article by Richardson and Overbaugh"" [papers preserved here: Link 1: https://perma.cc/37SH-3RQL ; Link 2: https://perma.cc/U8JV-VRG3 ; Link 3: https://perma.cc/H4TB-955H]",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,npj Computational Materials,TRUE,TRUE,"CONSORT, REMARK, Nature Editorial Policy Checklist, Nature Life Sciences, Nature Physical Sciences Lasing Reporting, Nature Physical Sciences Photovoltaic Reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,Advanced Energy Materials,TRUE,TRUE,CONSORT; REMARK; ARRIVE; BRISQ,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,CHEMISTRY OF MATERIALS,TRUE,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
MM/TH,Eurosurveillance,TRUE,TRUE,CONSORT; CHEERS,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"Data should be analysed by age and sex, when relevant.",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
MM/TH,IMMUNITY,TRUE,TRUE,STAR Methods,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,Mucosal Immunology,TRUE,TRUE,"CONSORT, REMARK, Nature Editorial Policy Checklist, Nature Life Sciences, Nature Physical Sciences Lasing Reporting, Nature Physical Sciences Photovoltaic Reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,TRUE,TRUE,"ARRIVE, CONSORT",TRUE,TRUE,TRUE,"Every P value should be reported using two digits after the decimal point. If each of the first two digits after the decimal point is zero, then a third digit can be used. If each of the first three digits after the decimal point is zero, then simply report P < .001...If the P value is close to the level to be used for claiming a statistical significance or if each of the first two digits after the decimal point is zero, then a third digit can be used. For example, if the significance level is 0.05, then P = .046 or P = .054 can be reported. Nonsignificant results (e.g., where the P value is >0.05) should be accompanied by P values; it should not simply be stated that they are nonsignificant (NS)...P values alone are not sufficient to report the results of statistical tests.",TRUE,"If the P value is close to the level to be used for claiming a statistical significance or if each of the first two digits after the decimal point is zero, then a third digit can be used. For example, if the significance level is 0.05, then P = .046 or P = .054 can be reported. Nonsignificant results (e.g., where the P value is >0.05) should be accompanied by P values; it should not simply be stated that they are nonsignificant (NS).",FALSE,NA,TRUE,"[Report] How sample size was determined and, when applicable, explanation of any interim analyses and stopping rules ... [Report] For each primary and secondary outcome , a summary of results for each group, and the estimated effect size and its precision (e.g., 95% confidence interval).",TRUE,"If the distribution for a continuous variable is approximately normally distributed, then report either [-] the sample mean and the sample standard deviation or [-] the sample mean and the 95% confidence interval for the population mean...The JACI'S readers need to see the magnitude of the effects via point estimates and 95% confidence intervals for the group comparisons...[Report] For each primary and secondary outcome , a summary of results for each group, and the estimated effect size and its precision (e.g., 95% confidence interval).",TRUE,"P values alone are not sufficient to report the results of statistical tests. The JACI'S readers need to see the magnitude of the effects via point estimates and 95% confidence intervals for the group comparisons...[Report] For each primary and secondary outcome , a summary of results for each group, and the estimated effect size and its precision (e.g., 95% confidence interval).",TRUE,"Address multiplicity by reporting any other analyses performed, including subgroup analyses and adjusted analyses, indicated those pre-specified and those exploratory.",TRUE,"Address multiplicity by reporting any other analyses performed, including subgroup analyses and adjusted analyses, indicated those pre-specified and those exploratory...[Report] statistical methods used to compare groups for primary outcome(s); methods for additional analyses, such as subgroup analyses and adjusted analyses",TRUE,"Statistical tests, along with reported P values, for comparing groups at baseline are not necessary unless there is a strong reason to include them.",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"[Report] For each primary and secondary outcome , a summary of results for each group, and the estimated effect size and its precision (e.g., 95% confidence interval)...[Report] statistical methods used to compare groups for primary outcome(s); methods for additional analyses, such as subgroup analyses and adjusted analyses",TRUE,"Address multiplicity by reporting any other analyses performed, including subgroup analyses and adjusted analyses, indicated those pre-specified and those exploratory.",FALSE,NA
MSH/TH,Nature Energy,TRUE,TRUE,"Nature Life Sciences, Nature Physical Sciences Lasing Reporting, Nature Physical Sciences Photovoltaic Reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH/TH,Nature Communications,TRUE,TRUE,"Nature Life Sciences, Nature Physical Sciences Lasing Reporting, Nature Physical Sciences Photovoltaic Reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH/TH,NATURE BIOTECHNOLOGY,TRUE,TRUE,"Nature Life Sciences, Nature Physical Sciences Lasing Reporting, Nature Physical Sciences Photovoltaic Reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH/TH,CIRCULATION,TRUE,TRUE,CONSORT; STROBE; PRISMA; MOOSE; STARD; MIAME; NIH principles and guidelines for reporting preclinical research,TRUE,FALSE,TRUE,Report Hardy-Weinberg statistics or p-values and method of calculating same.,FALSE,NA,FALSE,NA,TRUE,"studies should meet some or all of the criteria below...The sample size is adequate to detect a SNP or haplotype with a modest effect. For genotype-trait associations, provide an estimate of the effect size that could be detected with power 0.80 or higher with the allele frequency and sample size reported.",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,Non-essential secondary models may be published as electronic data supplements. Clinically relevant confounders should be included in multivariable models or residuals.,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"Since multiple statistical testing methods are frequently used in genotyping-phenotyping studies, please include specifics of the primary model(s) tested. Non-essential secondary models may be published as electronic data supplements.",TRUE,"In accordance with the Clinical Trial Registration Statement from the International Committee of Medical Journal Editors (Circulation. 2005;111:1337 and http://content.nejm.org/cgi/content/full/NEJMe078110), all clinical trials in AHA/ASA journals must be registered in a public  trials registry at or before the onset of participant enrollment. This  requirement applies to all clinical trials that begin enrollment after  July 1, 2005 and applies to all clinical trials, including Phase 1 
studies. Any research study that prospectively assigns human participants or groups of humans to one or more health-related  intervention(s) to evaluate the effects on health outcomes is considered a clinical trial. The special report, The Proposed Rule for U.S. Clinical Trial Registration and Results Submission published in The New England Journal of Medicine, can be consulted for the guidance. Those who are uncertain whether their trial meets the ICMJE definition of a  clinical trial should err on the side of registration if they wish to seek publication.

The registry must be accessible to the public at no charge, searchable, open to all prospective registrants, and managed by a not-for-profit organization. The registry must include the following  information: a unique identifying number, a statement of the  intervention(s), study hypothesis, definition of primary and secondary  outcome measurements, eligibility criteria, target number of subjects,  funding source, contact information for the principal investigator, and  key dates (registration date, start date, and completion date).

The registry sponsored by the United States National Library of Medicine (http://www.clinicaltrials.gov) meets these requirements and is recommended by the editors.

Other registries are acceptable if they meet these requirements. In addition to http://www.clinicaltrials.gov, the following registries are recommended by the ICMJE:

http://isrctn.orghttp://www.umin.ac.jp/ctr/index/htm/http://www.anzctr.org.au/Default.aspxhttp://www.trialregister.nl/trialreg/index.asp

In accordance with the ICMJE’s recommendation, we will also accept registration of clinical trials in any of the primary registers that participate in the World Health Organization’s International Clinical  Trial Registry Platform. Primary registers are WHO-selected registers managed by not-for-profit entities that will accept registrations for any interventional trials, delete duplicate entries from their own  register, and provide data directly to the WHO. Please note that  registration in any WHO partner registers is insufficient...

The authors will be requested to provide the exact URL and unique identification number for the trial registration at the time of  submission. Since this information will be published, we ask that you 
include the phrase “Clinical Trial Registration Information” at the end  of the abstract. Please list the URL, as well as the unique identifier,  for the publicly accessible web site on which the trial is registered in  this section.",FALSE,NA
